Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-04-10 16:54:34.169 -0600,"Success",0:00:00,0,0,0,"20230410_165434.169/LogFile.txt","","",1
