Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2022-06-30 09:57:46.664 -0600,"Success",0:00:06,0,0,0,"20220630_095746.664/LogFile.txt","","",1
