Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-04-10 16:53:03.414 -0600,"Success",0:00:00,0,0,0,"20230410_165303.414/LogFile.txt","","",1
